,level_0,index,Unnamed: 0,author_name,author_url,language,profile_photo_url,rating,relative_time_description,text,time,sentiment
264,273,2,2,KeAnna Cawston,https://www.google.com/maps/contrib/103966398122599640680/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyhLPyDLMdUPr_VAPEsOnW67Nleye26zkE6xyBu=s128-c0x00000000-cc-rp-mo,5,a month ago,"Great price for the food and friendly. My boyfriend and I both ate dinner and had a soda for under twenty dollars. The Naan bread was soft and delicious. Lastly, I had the butter chicken over rice with a coconut chutney. I like mild spicy and this was the perfect amount of heat. I would reccomend anyone trying this place out.",1635310655,Good
265,274,3,3,Gabby Kapa,https://www.google.com/maps/contrib/114056079783852188187/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhxHz5otnjC2SVRM4XBzM9-TNWo5MftYCrcrJqxlA=s128-c0x00000000-cc-rp-mo,5,4 months ago,"Walked in here randomly one day and I am SO GLAD I did! I was greeted instantly with very friendly and helpful staff, had amazing and quick service, and the some of the best food Ive have in Missoula! I can't recommend this enough to everyone! So easy to eat vegan too!",1627698598,Good
266,275,4,4,Carrie Anne,https://www.google.com/maps/contrib/110417963842790697939/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiRs4KTAPYiw996N23xce3u7vp9_BQmf5D2Pdwu8Q=s128-c0x00000000-cc-rp-mo-ba2,5,9 months ago,"Sometimes the food is better somedays. But even on those days, it's still good. Have never been let down by the Naan or Samosas.",1614231309,Good
267,276,0,0,KINGDOM MT,https://www.google.com/maps/contrib/109530376385105556878/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gh3-3baxFbXyyxFJFBU-wuWSreuP3JNiMh6FxIduw=s128-c0x00000000-cc-rp-mo,5,a week ago,"Don’t waste your time going anywhere else in Missoula. If you’re in the area and want the best Mexican food in Montana this is it hands-down. The pricing is realistic unlike some other Mexican restaurants in the area, portions are great, food is authentic, friendly family run business. I don’t live in the area anymore but when I’m down this way this is the first stop",1638143558,Good
268,277,1,1,shankapotamus Clickers,https://www.google.com/maps/contrib/110483849342695541792/reviews,en,https://lh3.googleusercontent.com/a/AATXAJy3caV_rYRd-LF1s1tltwgHIWip8BP0cy03yeQp=s128-c0x00000000-cc-rp-mo,4,3 months ago,"It was very busy and everyone was working hard. The folks that were leaving were all happy and full.When I was sat down the table hadn't been wiped down well and I asked for a towel. They took care of that quickly. I ordered a wine margarita with no salt, but the rim was salted. Before I could take a drink, the waiter grabbed it, apologizing, and brought me a new drink. The new drink was served in a dirty glass and I returned it. He apologized and the 3rd time was the charm... it was delicious! The food was hot, quick, and tasty! When my bill came, the waiter left the drink off. Mistakes happen, but what's important is how they are handled. And these folks were fantastic. I will definitely return!😀",1629853775,Good
269,278,2,2,R Hauschildt,https://www.google.com/maps/contrib/113359081124849532603/reviews,en,https://lh3.googleusercontent.com/a/AATXAJy21ZwkM9G9wduOL2KDz4oA923LSM007QfUBv3Z=s128-c0x00000000-cc-rp-mo,2,2 months ago,"Friends and I came in to get dinner and see a friend who is a server. With us was his fiance who, for obvious reasons, would like to be sat in her fiance's section. We asked the girl seating us if we could be at a table in his area. She went to ask who I assume is the manager. I saw the manager roll her eyes and basically scoff at that request which I found to be incredibly rude.

They did not originally seat us in his section. The manager lady came up later and did end up moving us. But she tried to put the blame on us for not telling her we had his fiance in the party (even though we had made that clear at the beginning with our request and we saw the girl ask her).

Ultimately, every interaction with that woman was unpleasant and tainted with attitude or at least passive aggressiveness. I did not believe our request was unreasonable but we were treated very poorly simply for asking.

Food was good as were the margaritas. But hopefully you don't need to be anywhere near her or you might be in for undue attitude.",1632332764,Bad
270,279,3,3,Megan L,https://www.google.com/maps/contrib/116749839130966858151/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyBdigUyUZFMsW7jax907vp41XAwEe13i1BwRsZ=s128-c0x00000000-cc-rp-mo,4,2 months ago,"The food was very authentic and good! You could tell everything was fresh made, down to simple items like the rice and beans. However, we were a little disappointed to find they had no queso, or margaritas (they did have virgin margaritas). However, the amazing food and very nice server made up for it!",1632619091,Good
271,280,4,4,Rich C,https://www.google.com/maps/contrib/114535353813682069261/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyk7S1053ApAGPLu1QyMW7_aFay5rVQGfvnxDr2Dw=s128-c0x00000000-cc-rp-mo-ba3,5,3 months ago,Excellent Mexican food. Great service. Best Fried ice cream ever!,1630470895,Good
272,281,0,0,Dan Myers,https://www.google.com/maps/contrib/100787753229108001847/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjDIhLpgfjxrSmdqVvAIPR_WcA6vWc4nmyJM9At=s128-c0x00000000-cc-rp-mo,5,11 months ago,I was given one as a gift. This is a work of art. I haven't had a knife with this kind of craftsmanship. Definitely next level.,1607944970,Good
273,282,1,1,Dave Hurley,https://www.google.com/maps/contrib/113844885628771825850/reviews,en,https://lh3.googleusercontent.com/a/AATXAJysP_ozd3KDpPcQiiY3IH1agqIe8o7tODkxt6Fg=s128-c0x00000000-cc-rp-mo,5,a year ago,I had 2 heirloom knifes that had water damage on them.  I couldn't find anyone in Missoula to help me see if they could be repaired.  I took them into Behring and they were more than willing to fix them.  They did an outstanding job.  They look brand new.  Thank you guys.  You will get my next custom knife order.,1579902006,Good
274,283,2,2,Kenneth Harrison,https://www.google.com/maps/contrib/110219250464034988250/reviews,en,https://lh3.googleusercontent.com/a/AATXAJykTOqWgA46CHEB8of96ScU4FIWY2gje1fDtriU=s128-c0x00000000-cc-rp-mo,5,2 years ago,"Just purchased my first blade from Behring Made. Outstanding blade smithing! High priced custom hand forged blades, but very much worth the money! Their blades will last a lifetime.",1545251509,Good
275,284,3,3,Mike Looper,https://www.google.com/maps/contrib/117153197457233867117/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwO0PBwM4YM-AzEz_Kb8N3QKSvwTs6jG1Kk9VtZ=s128-c0x00000000-cc-rp-mo-ba3,5,2 years ago,Awesome knives. These guys do a great job.,1562111059,Good
276,285,4,4,Barry Lambert,https://www.google.com/maps/contrib/107097216816408534038/reviews,en,https://lh3.googleusercontent.com/a/AATXAJy7O1U0_z7GlILHSl84dRKSEnCOWZZSRkEOxyTR=s128-c0x00000000-cc-rp-mo,5,2 years ago,James and Grant are 2 great guys who know how to make a great knife.,1565404544,Good
277,286,0,0,Dan Bergoust,https://www.google.com/maps/contrib/103034176405760835535/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxUoFvNBqiwwQuCGhHhFvCIrzpInug3sgoGWAoM=s128-c0x00000000-cc-rp-mo,2,2 months ago,"First time in store, evening 9/23/21, was pretty shocked at the blasting profanity coming out of the stores speakers. F@#* .....  M..... F.... etc. Hopefully just that one employees poor decision to first, play that In a store were the owner says quote
” shoppers of all sizes and ages will have the opportunity to find styles that will work for them.“ Montoya
I was trying to buy a B-gift for my niece 12yrs of age & had to literally put back item and scurry her out the door. Now I’m having to take the time to write this. Not a store for kids or people that would rather not have the profanity blasted at them. There is plenty of great music similar to what was being played, Pink Elephant’s in need of a playlist facelift. Too bad because some clothes looked decent.",1632631575,Bad
278,287,1,1,Robyn Newcomb,https://www.google.com/maps/contrib/103098913545771172903/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwl8TZYATNX_V6D3XSpRGmjbOBIrIb_KzEaxl16=s128-c0x00000000-cc-rp-mo,5,8 months ago,"Really professional, well-curated store with reasonable prices for good-quality vintage and a generally pleasant place to hang out and browse around. I got a sweet denim jacket for $40.

The reason I'm leaving a review is because today,  after leaving, one of the employees ran after me (literally ran) for an entire block to bring me an earring I had accidentally left in the changing room (I had loud music in my headphones so I didn't hear them trying to get my attention.) I cannot imagine having that kind of dedication working in retail!

In summary: cool place, I hope they pay their workers well, this person deserves a raise.",1615963309,Good
279,288,2,2,Jon Fetveit,https://www.google.com/maps/contrib/109653950213812200278/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiK-XxmuzUvscpuhaeNRVU6vqorFuzTpZ9KPd_dfQ=s128-c0x00000000-cc-rp-mo,5,6 months ago,Super vintage clothing store - so helpful and cool.  We landed some rare and awesome vintage jean jackets.,1621897862,Good
280,289,3,3,Laine Bonstein,https://www.google.com/maps/contrib/100020309297144559233/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiD9s9eh7UwTHWBy5tVGgLLtT77AkBJBFYf58THEcw=s128-c0x00000000-cc-rp-mo,5,7 months ago,"Terrific staff and the best selection of fantastic, current clothing. Such a killer spot, can't recommend them enough :)",1618117024,Good
281,290,4,4,Compass Barber Shop,https://www.google.com/maps/contrib/114263667026349899729/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwswKxGa4ARwkik3L3nq-M0yogo_IoFcqNmbqt4=s128-c0x00000000-cc-rp-mo,5,10 months ago,Went in to trade some clothes. They gave me a great trade rate and were super polite. The curators of the syore have great tase and there are lots of sizes available.,1612307346,Good
282,291,0,0,Paul Mora,https://www.google.com/maps/contrib/114491094119725558998/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gi-MYVEAuK3DN3HOsaYE2pHOn0tXPoZ9RKjLJpEjKo=s128-c0x00000000-cc-rp-mo-ba5,4,2 months ago,"Glad I made a stop here. The bartender was an awesome fella. Made a few friends that hopefully I meet again in the future. Spacious location for drinks, mostly a younger crowd. Few pool tables and slots machines. They definitely played the good jams. Would recommend!!! Lots of plaques various different unions. Will come back one day.",1633091274,Good
283,292,1,1,Scott C,https://www.google.com/maps/contrib/113263641790385014505/reviews,en,https://lh3.googleusercontent.com/a/AATXAJx511TMfQrcl14necly8Sq0rshTpLXaCcYzWCwm=s128-c0x00000000-cc-rp-mo-ba3,4,a week ago,Nice place to go if you want to get away from the wild young crowds. There is a nice age range of patrons and capable bartenders.,1637789391,Good
284,293,2,2,Ruben Perez,https://www.google.com/maps/contrib/106101229368272993793/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiQbqXsJSDcKH6GOwDrcz2lMz4T0F2JhKmSvy4gidw=s128-c0x00000000-cc-rp-mo-ba4,5,3 months ago,A great place to have bite and a drink.  Makes one feel like Jimmy Hoffa is about to walk in. Historical in its own right. Definitely a place to visit.,1630537326,Good
285,294,3,3,Trevor Steven,https://www.google.com/maps/contrib/115240273593868809385/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhrFTsPq14ZDd5_KVdwLAFvPvhLPIQ6mEHhpDwI=s128-c0x00000000-cc-rp-mo-ba3,4,a month ago,"Dive on in- awesome shake a day, frequent live shows, clean service. Popular for college crowd so order the trash can-when in Rome",1634269270,Good
286,295,4,4,Gregory Bramlett,https://www.google.com/maps/contrib/114980690200721544450/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ghqf7I7TLVou-eumRRq-mooQyRU5y5UXeb_b-_NYA=s128-c0x00000000-cc-rp-mo-ba3,5,2 months ago,"Awesome bar with Karaoke on certain Monday nights.  Bar staff was great, drinks were delicious and inexpensive.",1631645122,Good
287,296,0,0,Steve Nelson,https://www.google.com/maps/contrib/118296232752323957645/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzNE_zQTtr4H3mNozro4RBurxQ_DgG9oDoJdD3e=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"I absolutely love this shop! If you are into having beautiful pairings of wines, beer, cheeses, and meats, this is the place to go. We have also ordered ordered MWM gift baskets for family. Nothing but rave reviews! Highly recommend!",1593316117,Good
288,297,1,1,michelle kirsch,https://www.google.com/maps/contrib/118387649962037792943/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzf-crIdrOEpyYFhQUe19kWlc3Zz0Vase4l0f1ptQ=s128-c0x00000000-cc-rp-mo-ba3,5,10 months ago,The were great picking out a birthday present for someone that knows nothing about wine.,1610676801,Good
289,298,2,2,James Kohnke,https://www.google.com/maps/contrib/105897923911334384612/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gj9mVqzVCGUiqwBxybamk1YFD6ko_sPnE5iK8Zxog=s128-c0x00000000-cc-rp-mo-ba3,5,8 months ago,"They are excellent, great service and great wine!!",1617816242,Good
290,299,3,3,Jamie Wolf,https://www.google.com/maps/contrib/100780498633199611281/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhJ945SqLT_rNG_bLrJjvaFgn0kDhqYd23eLfd5dQ=s128-c0x00000000-cc-rp-mo,5,a year ago,"The staff are super helpful without being pushy. They seem genuinely knowledgeable and enthusiastic about their selections, and eager to pair you with a bottle that matches your taste and budget. I have never felt pressured to spend more than I was comfortable (they have some great options in the $15 - $20 range), and never judged for my questions. I have had fun trying different varieties across different price points, with or without meals, and for special occasions as well as everyday; they have not led me astray.",1578061729,Good
291,300,4,4,Vinny Togno,https://www.google.com/maps/contrib/104863673697252917909/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gg0SbwzfswQSLhzhcChCcuJd-RQ9TntAGB_gZGDgZk=s128-c0x00000000-cc-rp-mo-ba3,5,7 months ago,"Great selection, great customer service! Very knowledgeable staff.",1618189919,Good
292,302,0,0,Ross Warren,https://www.google.com/maps/contrib/112342099718402621500/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjaaVNwsLZJfmNXJzUhlnVVymSWI4s1y-LW2MQZEg=s128-c0x00000000-cc-rp-mo,5,5 years ago,"Amazing acupuncture treatments in a relaxed, soothing environment. Patti takes care of your entire body, incorporating Chinese acupuncture needles, herbal pain patches, cupping, moxa, and dermal lasers for pain relief. I had a bad ski accident a few years ago and her treatments helped me get back on the slope and sleep better while I was recovering. Definitely recommend Patti Knotts Acupuncture!",1450117264,Good
293,304,0,0,Jane Boswell,https://www.google.com/maps/contrib/117339683858671025796/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjhDSV7jv8go67JPXYwKxjWoZe_TQiUTV4tkeA7=s128-c0x00000000-cc-rp-mo,5,3 months ago,"When visiting Missoula, this is a must visit!, What an incredible find. Emel has a talent in not only finding rare pieces but also creates beautiful, unique Sapphire jewelry. The owners are lovely. Treat yourself and experience this colorfully, charming gallery.Here’s our treasure",1630421922,Good
294,305,1,1,Margaret Franco,https://www.google.com/maps/contrib/110349862258294657555/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxjV9Di3kbscACBa1omMKa0eqrSyKGeXdIeH6-4=s128-c0x00000000-cc-rp-mo,5,3 months ago,"Whether you live in Missoula or are visiting the area like we were, stop in at Zara Gallery on Higgins Ave. Emel and Mike are putting together a great selection of antiques including Native American art, jewelry and so much more. We enjoyed our browsing, shopping and delightful conversations. The items we purchased were carefully packed and shipped to us with great care. We look forward to visiting again!",1630274452,Good
295,306,2,2,Ellen Rosenfeld,https://www.google.com/maps/contrib/106663555496275197083/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwm4RGAil4xDv0zDU89TEolBuu7JgU9e0XVpWQ=s128-c0x00000000-cc-rp-mo,5,4 months ago,"I was in Missoula recently on vacation and was looking for some artwork.  I went into the Zara Gallery on N. Higgins and was very impressed by their great space and large selection - lots of interesting and beautiful pieces, some really unique, including Native American work, pottery, glass, and jewelry.

I spoke to the owners, a married couple who have extensive experience in the gallery world, and both were really warm and friendly.  They didn't pressure me and were glad to have me look around and ask questions.  I wanted to think about it and said I'd come back.

I went back and bought 2 pieces, a beautiful black & white Morton dog, and an amazing round glass item with swirling colors.  Both were reasonably priced given the quality of the design.

They packed them up carefully and lovingly and I put them both out after I flew home.

I highly recommend them and will go back on my next visit to Missoula!",1628184286,Good
296,307,3,3,Jim Bunkers,https://www.google.com/maps/contrib/113892921854416177701/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxploW1D5XTKeYNsnU1PNuI-4XhlBWVtaiM4Euc=s128-c0x00000000-cc-rp-mo,5,4 months ago,What a great store!  The owners have done an amazing job with their eclectic findings!  And they are such great people!!!,1626622926,Good
297,308,4,4,Alexander Englebert,https://www.google.com/maps/contrib/104906822635597213521/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gg58C_OJFxX0iQ4d816RFbi8HLeBNHIYy_qa9Lz=s128-c0x00000000-cc-rp-mo-ba3,5,4 months ago,Super pretty pieces and owners really have a passion for it.,1626627191,Good
298,309,0,0,G g,https://www.google.com/maps/contrib/104955392126230912188/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgfEZMdR1RFJG64Za6X2Ubp2_tn8zrzWNWrgV0=s128-c0x00000000-cc-rp-mo,3,5 months ago,"Other then The team,
The food n beverage manager Doesn't keep her promises, made all these promises to my mom but when she couldn't handle the job telling her cooks she would walk out, along with telling employees they are the best but then slanders them with lies. I personally would advise being careful working with concessions, especially for the fact communication is lousy. All those promises and nothing but lies!
There are many people who make This team great. But there some who will lie to save themselves n wear a mask but in the end their actions show! One thing is true, Yeshua is my truth n why lie and destroy people who know their jobs n would never say they would walk out.",1624135706,Bad
299,310,1,1,Nathan Pilon,https://www.google.com/maps/contrib/115855457049701097449/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgL4jZGu0naCrH-aw8Pyxc0J_Ffy1wpkgkEJTKsxrk=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,The paddle heads is the new name for this double a team. It's a sweet venue to watch double a baseball. A great way to spend a summer evening.,1577668308,Good
300,311,2,2,Susan Durney,https://www.google.com/maps/contrib/108908271218125231801/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiH8AgDZm4VlcdBAZDKEjCg05aOJwJsTcoiFA0XUA=s128-c0x00000000-cc-rp-mo,5,2 years ago,Love this ballpark! Good food. Big fun. Quality baseball. Viva la Osprey!,1567227715,Good
301,312,3,3,Jason Mitchell,https://www.google.com/maps/contrib/100852196988028389768/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gj97gzH2aAEJZ1PPOsAex4Zg68hLo8DZWPIjy4zcw=s128-c0x00000000-cc-rp-mo-ba3,5,2 years ago,Worked with this team for a year. Loved it. Great organization. Great city.,1568057595,Good
302,313,4,4,Ron Stephens,https://www.google.com/maps/contrib/117138667701334017454/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiQkxUS5XmiZ8iEd7ucKnB08ld_jbagDfBp6AaN=s128-c0x00000000-cc-rp-mo,5,5 years ago,Tons of fun! I recently moved to Missoula and really enjoy the games. Nice fun atmosphere and a pretty decent stadium to catch a ball game! I will be checking it out again in the near future hopefuly!,1469578693,Good
303,314,0,0,Lex Kelly,https://www.google.com/maps/contrib/103384374309976171599/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gi6aglu4cWkUMcw_bGJzA1mqBJzLxaqhy5Yc1pvojo=s128-c0x00000000-cc-rp-mo-ba2,5,2 years ago,"I love Huhot! My wife and I eat here at least once a month. The people are friendly and being able to make your own food means you always get exactly what you want. Fantastic place, definitely my favorite restaurant ever!",1549068063,Good
304,315,1,1,Rick Nielsen,https://www.google.com/maps/contrib/112320099092015365980/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxsz8HhBYbfkuWvqfwsBkzYikmjBw2J3qGqaYRd=s128-c0x00000000-cc-rp-mo,1,2 years ago,"Went to the Missoula location on Monday got seated right away sat there watching other people get seated, waited on, got in line. While we were still waiting for someone to  acknowledge us. Still more people coming in being seated waited on and getting online. After waiting more than 10 minutes a server came over no apology for the wait just a how’s it going. Which was our indication to get up and leave.  This was the second time this has happened to us.  The manager seems like not to care about anything.
Why looking at the reviews on Facebook they only respond to the good reviews.",1563994904,Bad
305,316,2,2,Robyn Loomans,https://www.google.com/maps/contrib/111481907100816981015/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxdrCU4VCz09OEU4fq2BAmYdsXyVCXDmIXiHq4l=s128-c0x00000000-cc-rp-mo,5,2 years ago,"Your manager Dean and cook Eli at your Wausau, WI location are prenominal! I have a HORRIBLE food allergy to mushrooms. They went so far above and beyond to make sure I was safe and could enjoy a night out with my husband. Then I found out all your locations are awesome with food allergies. THANK YOU!!",1553302234,Good
306,317,3,3,Jimi B,https://www.google.com/maps/contrib/103065052439336245119/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgnH3v4wtyaCIrG0ZJcju-4SDefK-0ekgPJh4-Q=s128-c0x00000000-cc-rp-mo,1,2 years ago,"Dear owner,

Your place is in trouble. Our visit to the St George location on Sunday 2pm 8-18-19 was terrible. The place had four or five tables seated, we waited a few minutes before a blonde server came out from the back and we picked the large table near the front for all of us. The table and chairs were strewn around and dirty. The server was nice and took our drink orders. We went to begin the line and the beef was empty so I walked around and told another blonde girl who told the manager in the red shirt was trying to help the cooks. The food items were a mess and empty no noodles. Then a very confused thin guy came out and did not have a clue what to do. He wasn’t cleaning and I could see the items that were empty in the walk in and I could have filled and cleaned the entire station before this guy picked the water chestnuts out of the pineapple one by one and put them back in the other bin. The manager was over his head rushing around instead of delegating employees to cook, clean and replace items. All the way around everything was in a shambles. During the time we waited for a hostess and then seated menus plopped in a pile with the wrong number of forks and napkins atop the menus. No chopsticks no wontons chili paste was out ice cream machine still broken from 2 weeks ago. Cooks just grabbing your bowl, no sanitizer to clean sauce off your hands. You have some serious issues with your staff and management, the guy restocking the items on the line was so out of it he ended up with a pair of tongs in his hand that belonged in the beef and just looked at it in his hand then turned and SLOWLY walked away with it because he couldn’t figure out where it went. I am very upset with the entire visit",1566177070,Bad
307,318,4,4,Lynsey Potter,https://www.google.com/maps/contrib/103486509159680641722/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxQi980j6HmElU7l4mLFf-fm1M7ESZj_gjpwtt1=s128-c0x00000000-cc-rp-mo,1,3 years ago,"I showed up to Missoula Huhot at 9:40pm on a Saturday night when they should be open until 10pm. My intention was to go there and get a to go order but the hostess told me they were already closed and turned me away. This is horrible business and being an employee from a huhot in Kalispell, I know this is a huge no-no. I will not be giving this HuHot my business anymore. This is rediculous for an accredited business that is usually great on service. I am very disappointed in Missoula HuHot for turning customers away during working hours.",1517134751,Bad
308,319,0,0,Deidre Vanderpool,https://www.google.com/maps/contrib/111591027636486481601/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgP2kBLf5qQhvlnOVceKz6vhYQ4FwAkZdS1HGzMwtE=s128-c0x00000000-cc-rp-mo,5,in the last week,"The blackened prime rib was amazing, it was tender and so full of flavor. The salmon with garlic butter and thyme seasoning was very good too. The calamari strips were the best I've ever had",1638675794,Good
309,320,1,1,Nadine Porcel,https://www.google.com/maps/contrib/104206126516930543147/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzeJGyha_BmWhFouG0CqkIn5GoHfd8YWY5W0zlF=s128-c0x00000000-cc-rp-mo,1,a month ago,"We were enjoying a good dinner out with friends and the food was decent. However, we were asked to leave our table by our server after finishing dinner because they “needed our table.” This was extremely unprofessional of the server and a shock coming from a former restaurant employee. Of course we left, however this is extremely rude of the staff to ask. Next time, please accurately quote your wait times for the waiting party or plan accordingly with reservations. A table already seated should not have to leave because of the restaurants inability to plan for tables accordingly.",1635561430,Bad
310,321,2,2,Beth R,https://www.google.com/maps/contrib/101510914985687741509/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjbhUev3a6TyMstOvk6Ve25XV0kG6phrz-sdiZnX8o=s128-c0x00000000-cc-rp-mo-ba4,5,2 months ago,"Had a reservation for 9 right at opening. They got us in right away, were quick to serve, and though the waiter was ""frazzled"" (his words, we thought he was fine) our dining experience was great.

I had the chicken sandwich based on reviews and it was great. Husband had the blackened Prime rib sandwich, which was gigantic. But he got a slab on meat on bread, which wasn't super easy to bite through.

Others had the breaded walleye, which they said was great. It was a solid dining experience, especially for these times.",1632881482,Good
311,322,3,3,Debra Crawford,https://www.google.com/maps/contrib/106521206315452942166/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxvuk1X4q_K_b7EdG-bBe3kDMkBIJ4kbeVipaTG=s128-c0x00000000-cc-rp-mo,5,2 months ago,"My kids took me here for my birthday dinner..it was delicious! We all had blackened prime rib and it was melt in your mouth wonderful. I had a cocktail, it was delightful and mud pie (on the house) with a candle, was a perfect ending to a lovely meal. This is a special gem of Missoula culture, I highly recommend this restaurant!",1633056830,Good
312,323,4,4,Ed Sinclair,https://www.google.com/maps/contrib/110199116516446451494/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GihzCqQeckMbtcO7Fq1Jobtld0GQjr_t1FocB8j_Q=s128-c0x00000000-cc-rp-mo-ba4,3,2 weeks ago,"It's an ok spot.  Very good beer list.  Lots of food options.  Medium steak was rare.   Salmon was fine, not much flavor.  Steamed vegetables nothing to write home about.",1637207170,Bad
313,324,0,0,Natalie Cheah,https://www.google.com/maps/contrib/108771599531527425736/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgCzDUprulUxktXZWHr1iRw3GS0YRkQ9llMjWD9kQ=s128-c0x00000000-cc-rp-mo,5,3 months ago,"Emel was very easy to work with when I was looking to get Montana Sapphires. I ended up doing a custom piece with her. They turned out amazing, which is an understatement! She had great suggestions and was opened to hearing what I wanted as well. I couldn't be happier with what I'd received. It'll definitely be a piece I'll treasure for the years to come.",1629756453,Good
314,328,0,0,Lyle Masterson,https://www.google.com/maps/contrib/108506922871670578376/reviews,en,https://lh3.googleusercontent.com/a/AATXAJw2CTITSio3zIKZ5YkRtzd7c6PLRFP6VNJVwxba=s128-c0x00000000-cc-rp-mo,1,6 months ago,"Watch out for the redhead bartender, she’s bad at her job.
We got there and waited forever for service. It wasn’t even busy. The waiter took forever to greet us because she was chatting up the gambling regulars.
When she got to us she was short, rude, and she generally made the whole experience miserable.
To top it all off, our food was smothered in oil. If it was just that, it’d be fine. But the unprofessional service from the horrid waitstaff made this place miserable. If the redhead is your waiter, ask for someone else. She ruins that place.",1622860389,Bad
315,329,1,1,Geoff B,https://www.google.com/maps/contrib/108542299070969375824/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gg9ub0bRhYz7UyaOI9aW_GpzZdG0ZzcABHG191Eiw=s128-c0x00000000-cc-rp-mo-ba2,4,5 months ago,"Good food, good service, full bar. Usually not busy for local reasons...",1623303473,Good
316,330,2,2,Alexsa Prince,https://www.google.com/maps/contrib/113235930683825920747/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GinWvmhh2RHfANvVgw5CjZYXfwpKY6_jKdYwtZ1dw=s128-c0x00000000-cc-rp-mo-ba3,5,7 months ago,"Fish taco, corn tortillas. Pickup. 👌 💯 ✨

Thank you Locals! So tasty!",1619050077,Good
317,331,3,3,Willow Wells,https://www.google.com/maps/contrib/114749439782724045193/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgZVHJwucLAc7OxmIBbFvszHMxNdycbCHOZ1MPr=s128-c0x00000000-cc-rp-mo,5,10 months ago,Good food. Good service. Great people.,1610852443,Good
318,332,4,4,Robert Brzozowski,https://www.google.com/maps/contrib/100254019321767800879/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhuWdBrkvs3pMCIR8wahf9uzyvBzCUPC44xtMFl=s128-c0x00000000-cc-rp-mo-ba3,1,a year ago,"Very disappointed in our take out experience.  Food arrived on time and hot, but portion size for the price was way too small.  A full order of queso is a small most places.  Wing sauces are good, but a full order of boneless is made up of 10 small pieces.  Wings were also soggy.  Fish taco, which was supposed to be tempura battered fish, but it was nothing more than a frozen fish stick.  Total for take out was outrageous for quality of food and portion size. Would consider trying again, but would definitely try different items.",1602297323,Bad
319,333,0,0,Chuck M,https://www.google.com/maps/contrib/115400646938954330645/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxBTJ2-67yYBloMEXwnq_SzH8J0woiYs38Z2Bk6=s128-c0x00000000-cc-rp-mo,5,2 months ago,"I love the quick shipping and the fact they had what I was looking for! They personalized my receipt with a thank you for shipping and I think that’s a credit that needs to be recognized! To many dealers have lost the personal touch!
Thank you and I will be ordering with you folks again!
Chuck.",1631921762,Good
